year,share_poverty_exposure,state_name,place_name
2021,0.104462898,Wisconsin,Madison city
2021,0.142019929,Wisconsin,Madison city
2021,0.344239043,Wisconsin,Madison city
2021,0.484176621,Wisconsin,Madison city
2021,0.305411428,Wisconsin,Milwaukee city
2021,0.33681073,Wisconsin,Milwaukee city
2021,0.292689156,Wisconsin,Milwaukee city
2021,0.313775177,Wisconsin,Milwaukee city
2021,0.210589803,Wisconsin,Milwaukee city
2021,0.099790743,Wisconsin,Racine city
2021,0.190357649,Wisconsin,Racine city
2021,0.052749429,Wisconsin,Racine city
2021,0.057824726,Wisconsin,Racine city
2021,0.061336916,Wisconsin,Racine city
